Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
f16e96673bb9fc5c74e9e7c86249e91133e3ca78aea0218cc08297994f6ab6a1,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Local resolution
ef34ed413efd08a0a98e5726e7484144e199bd392ff9821623d3585610eb1b37,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
143a1c72b9796dd85ade097c7b8fe3ab3f0f7d32d3a4d2cf92c981a77a34452a,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
143a1c72b9796dd85ade097c7b8fe3ab3f0f7d32d3a4d2cf92c981a77a34452a,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5b4336f0f34d92f65ff81ffa6f30b56930a90c1c825c0343728388b4154454db,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.071881,51.479839,On or near WILLOWBROOK ROAD,E01003990,Southwark 018D,Investigation complete; no suspect identified
3b1e71ddadc2e5b9884f7a6bf2b4c31b958ec62f97d35690bd430003f789edce,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
444330c8e8104030a26b0846ae49809d5cbe3a2941a351131ff4616c40f3412a,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
b2b1c4eb46f2a50febce9532d35c112025f09ed57181f7824165d839e3132b3e,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
829c417d8f2eab214b026814ae7e14d60cb15ae2cb086af7497e06b85d6d2fb3,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
9637f6154f4f050b07f46d3319e8e09d469f9e4f8469a865139c4af9a5fc6769,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5d49daac011a10444e0b8797368a14e28accf40c4aa43a588d0f08a21c2095b8,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
795e23e97f9bfafbe7e2cbb97cd5e7c5dc0c18c6dca8e99e9f8df8eda44da1f9,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.133633,51.512330,On or near Nightclub,E01033596,Westminster 013F,Investigation complete; no suspect identified
9d17db405225439917570fd2de299c5e9a04e9a0878f80e61ed196581d0f3efa,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
6f187092545618b88760ea5528b8ecc73edf00109226014f630f0e2b40452a1b,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
a62ede181a50a55c6bf58a5315c5892453276c266fa889f737ebe7d49fc843f2,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
2c852d273af98994f03cccffa26709464dbfb38e12ee5b137d32d1e28971cfbf,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
d420c6cf96916fc976e62a8703c4a6e51f2e70942a0fc485c832f22925a1be01,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
3db9c164e0c633fd62b46990013a2681338ab1425fd841d8e4778df83a7aefc6,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
c28c9d1b093a0e90dffd5f804aad1cea92bd8aeeb9794d722f3760d3fb3b108d,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
4640afc8fb7b4b5b92f11157d288e8d264e8034671f5f5fd994e1df68df9bcbe,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
e9c16221d8540206e07a25dffa7fd4a3a60a9fb8bf008dcc4854894f3575ac08,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
9d0121c65b0f5c5d3235a45be132bb8f147541a41483fee85c45de130fa75e1a,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
55c1b88b542bb54bbcaedddf1d250848c24a216f9af2fbe49349a8d78e9093dc,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
d25170cd56ff8b9bf3d274ca8d8f4c939559fc02f39a573c155c400d4285ed92,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
e3085666889f481339ffca007a48719aaffe93d18ce4409848843ea6a78950ad,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
04fb88dbbb7c93154747629202e908b04fa19fa71fb84102bb70b705cbd80c6d,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
43aee4322c37dd4d0bb0c877a07fe754e906453344b8a30b2657b9a65441dbc0,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
29cceabbecea0640558c2949204c689d276bb78b16359ed3c02d3bfafb6f53bb,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
29df9bd05d5713a75a53d26b1712e4d4bf9734234d352cd3081097544b172ba3,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
96287200931dc7f6b5bf6861218dbcdb337e006c680a18fc3f1e8b44da4ec390,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
7eba39fb3f9742bc4dd56d87e351c164fd595904864bbc85472c6533405d9b7d,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
98184df6c1b41261857e8bd5e9c8500e795787e8a229efec4fa84d0ff9cc7c14,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
2e46c61406e2cbfb1b09714bcaf16609a546a1dd9c156b7ec7725c5c74b37451,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
f51b54ac8a662ad4b32e02683e83bff0b07d4dd7b5639df6a9f7de9e1593e26d,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
dae47c47c05b7e36025ba9150e54c6bbe23136625739633d1c987d2ddc33850f,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
4361f1a7cd36c3d4710a6c86a103c84149802fe88e4fae4bb810a3e7fdf4e6e7,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
b0fc6083f7395d611d81d4deb1b06a9e79f68515ff23a5d323a72b26b7d8f9c3,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
81ea41d77f0ce5691ea343be880e88513f63ee91a95ac24f3ea774c1630fea90,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
cf148b9fe09fdb11ee0252d8218826ff0b4e15de4f0b59c4cb250fa5a795e69e,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
82e8d84d0a84779a56733bba6f851e80b6731d655ff5df5f7582a10e6840cec0,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
3eb7a6c0a516b7f9c5688ab7bdc9b256e82cb7b028ef14770966e6160771dfff,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
79c713536ba5d14dfbe8834adc624a8f411caa458c25e8c9e083ab599f5a86f3,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
6613fc4d360a377b7e2e799895994eee760d4693c67f8581049b6eca2ac07e95,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
f411411040d2ed95a3e4b805d88ec813b844ab04ce98ce058b0a1519d52351fc,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
513b7467df3c615e9d72618f6da794d4221eb5222cd4ef3b946742c9f0272898,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
f4d21f8715d9809ef9c7bfe4b179adbf1193995215d6d7a61a78d838b4f09557,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
9d75de83c3dc77a764cec1436501661abd2a0d7d6a2552cb4e6a1ee88be57353,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
3c5c3bbe225c4aa51d87edd9111383d8b789e52ed838b1b6bfb77590333b101b,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
156795a1894874be70ac56d1ed2856daf340991ea250d8f162252708ff2b608f,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5fd4afff11e55ee20b1c7d40c5acd6f1b357f241b4706528dfaa301ff96c84ff,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
935456ee0f1835940db3d8657ab8fa7b393cdc1829f40328fa648866500c926c,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
9f037c7ad3ea5a8db2967a2eaeca706659361154b0a01ab7baac39c7a45e7663,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
a9c276e7ca0244bb10cc73248c80cc2f47ebc38966a56cecc9efd0ed0de5080f,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
9cb658d3f627099c07d2ca9bcabf098aef385566401a2428061290075bd2d891,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.149912,51.494342,On or near EBURY MEWS,E01004690,Westminster 019D,Investigation complete; no suspect identified
93b3127968475603606c383666f08f255be5d17f24b919e0aa70b36653f29d6d,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
0266740708bfca636a57d9f826bb087166d3e4c8da0718d8a689f40c32964075,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
2e4702aa3233c21e7c282abcb0b234aab3278b41024596f18e9a331c2f6fe1de,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.295097,51.538294,On or near HAZEL GROVE,E01000478,Brent 029D,Investigation complete; no suspect identified
3778bd5d6120a3c0f14e51a3677bb2da5cdc8327ff75b9b68ebdee9f2ad47424,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
7e744d8a5462b20a4b86c24c0f3de70a43a8fa59a6af086656cd247a84a24ba4,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
b6462ffbe5a8b9ea2558cb0153f870ffc54ca2d74d9581d8cd23ea7856f279a8,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
b2d5c50707a97ef771eafce8b379ad69eb30bf56cb6ac8d95ca1ea68697ec0eb,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
306a92f5b4ecc204cdf88a817518eafaece12f262f4e1b2da20867d64d4a8c59,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5fda72446f8041209379ce1eb473f33cebb802531d802c02e78b4c92b8805a88,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
7d8f9885be14ddc891340242c226074de18ce764a1bfe7173e425e1bfc6fe2f2,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
dca11b134d3055c2051a2e5aa680fbdbe3063c5dbab4135711164f9fa77e8787,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
dd2a8daa9dc42d32e8c40a5d45c8f69fe90f6f537ca8abab8237fb89658a3a57,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
f02fb5e93d90e36f95e683dd37f7e52a55a769983f4dcf278611a06df3146e4e,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
2b88e107e1685640ecf762543552376646eafef1d391c2099ffcf108c6860250,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
f8d8c654250e9c752bd26f8a41013adf086ec7cd4a8695d18f04885362e637e1,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.093495,51.472297,On or near MILKWELL YARD,E01003922,Southwark 021D,Investigation complete; no suspect identified
fa2326d29e9bac2e573f60845e0fc07347c8d8f4a1f9bb9b24104d8f1cfceeaf,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
d3a2a05905102a5a4c6d6e68ebeb10a18f82236ade70d9290605e5746be47c3c,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
778713b9b3f00d654669cbe454a97739b641c2581567c6997174ee2db1fde668,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
1508c6e6632742c42b01d74b25d85a959b4f59550e4aab203d955acc129ae06b,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
adf4189cd81b38a874b3463b3e311660070a8dcc4706e7014e933477a80090ae,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
6c073e3f8c36c71cc1ad018cee89464520329878aa4b25d990eebd0fbb303f1c,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
7d0e4598f296e4829c5b71b06e5040b350c60ef98987a2c05e22b31304b86de5,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
88c6e50ca935e578c80cf3f8e751a8e5b56ae17a0bc435189bcc0b90ba7dd0fd,2022-07,Metropolitan Police Service,Metropolitan Police Service,-0.120276,51.449906,On or near Somers Place,E01003173,Lambeth 020C,Investigation complete; no suspect identified
eb51e73170e794142ccc78cfaed53da191b8b0faa0f5fb31eb5db23ce3631d68,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5a015d84a16cd484d18cabc7f718d487308884fa23ca488252e022bfcae1dba6,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
ef2e23ed6f7072202994dbdcc05cd210cd325a7eb4de2a8ac32987bb65434ed3,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
8ab9814f9cfdd1cdfc1201db13c9cbeafd666cc3903fdab813bac953b4944e5b,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
bca276ef1a59cb8d96fb3e059a8d1343b6e61c310ce2d79258ae632df4d06327,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
6bb063c8d6507797c09e2b0e9034ae615ad778884520762c7d2bafc05ac2c78b,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
6bb063c8d6507797c09e2b0e9034ae615ad778884520762c7d2bafc05ac2c78b,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
93b06d412056cf22f6fbbe19ca6cbe49dd60ce7d46703aa7a92b614a30662038,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
ce7d6016f5f82db881f15e0ca0b4ee9bc72c0975190a1b67a54ec5896eef47bf,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
24ffda40670500d92d2e6d25545da9f7f891714d40ab33be1537af4554ef31ec,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
eb64c343ab1c25f94260f130fdc86b8a0c6ceacd2a98619dce4a77daf3538e6b,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
aca7a92662433c9ea2833de8722aa9eb44a473a2b861846af9dad7a8e8ea5172,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
59c04d4eb1d1ac355cd10e56463176c3af499fb3a5e4a3c7a6e6455182a3e132,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
e2c63f63c9e2e059833b51a49692241415228415296b4050e587add968d745b8,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
e65d43d6a5b92835f765262ef05fd17d4ee7755fe1a1fdae8be2a4d0552aab70,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
8ecee5ded52fd6a1c1604c71f8d79bbd8c0320b0862b398e35a136b9056594c8,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
e941cf96dafb053a3ffb3ef91774ece7d315789b5b0b5613ed3844a35946651d,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
f3f85e6788295439f6fc873f9416553c37ad8e6d7e2d23fa67f894315fd593c7,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5178a8f1a2eaa05b56313d3354101f75331d68a5213d6f7a562b858d8172bb4a,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
a21ca6f613707ebabfe15451e132ef90db90163184c004d8e8baa5af4c9c0232,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
9b5457007002b3bf08d5ef9a85c17909930914492ef107a68670944f400bab7e,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
5d0a00121f5b9ff2d22045770b2149643802ab9b9e518a68d20ab0a14486530b,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
87fd5ac8ae5e0e436311c2242d41cd29f2ad41966ec915739de845fdd543de52,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
32a8064e2b51805a77231d1b92876d06e9a5abe4a3402eda8b3e43a18e624430,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
56c576cdf012f597fa9cfc8eb4582e397d4072a1964c3df82ff0497d2c2c11aa,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
b8d5142adf9963c89a26c3a82f9512b9e14afdb49c74d439f41b7603081afb11,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
92aae6030061d064cdaf0b116afce2c1566651d6e09c93032338a8272fe7429d,2022-07,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
