ward_name,month_num,predicted_burglaries,actual_burglaries
Addison Ward,9,4.633142,5
Addison Ward,10,4.7197714,5
Addison Ward,11,4.874036,8
Addison Ward,12,5.165775,18
Aldborough Ward,1,4.1302624,4
Aldborough Ward,2,4.0892725,10
Aldborough Ward,3,4.9057407,8
Aldborough Ward,4,4.521813,7
Aldborough Ward,5,4.665137,7
Aldborough Ward,6,5.1182175,5
Aldborough Ward,7,5.211222,5
Aldborough Ward,8,5.371144,9
Aldborough Ward,9,5.5056424,5
Aldborough Ward,10,5.5226383,4
Aldborough Ward,11,5.911615,6
Aldborough Ward,12,5.58225,5
Aldersgate Ward,1,0.68477064,0
Aldersgate Ward,2,0.2771942,0
Aldersgate Ward,3,0.56273437,2
Aldersgate Ward,4,0.3570577,1
Aldersgate Ward,5,0.5367513,5
Aldersgate Ward,6,0.88458085,0
Aldersgate Ward,7,0.53095937,1
Aldersgate Ward,8,0.42514992,0
Aldersgate Ward,9,0.57934004,0
Aldersgate Ward,10,0.86776894,1
Aldersgate Ward,11,0.8468886,1
Aldersgate Ward,12,0.42280635,0
Aldgate Ward,1,0.7792565,0
Aldgate Ward,2,0.64535415,0
Aldgate Ward,3,0.8660962,1
Aldgate Ward,4,0.54223794,1
Aldgate Ward,5,0.52552426,1
Aldgate Ward,6,0.52552426,0
Aldgate Ward,7,0.56469834,2
Aldgate Ward,8,0.57316285,1
Aldgate Ward,9,0.56469834,1
Aldgate Ward,10,0.64622,0
Aldgate Ward,11,0.5861109,0
Aldgate Ward,12,0.49441838,5
Alexandra Park Ward,1,4.2646823,6
Alexandra Park Ward,2,4.4779463,2
Alexandra Park Ward,3,3.6242526,3
Alexandra Park Ward,4,3.793595,5
Alexandra Park Ward,5,3.8674874,5
Alexandra Park Ward,6,3.8422754,4
Alexandra Park Ward,7,3.801172,3
Alexandra Park Ward,8,3.4738846,2
Alexandra Park Ward,9,3.4651415,2
Alexandra Park Ward,10,3.8084538,13
Alexandra Park Ward,11,5.615931,3
Alexandra Park Ward,12,4.969993,7
Alexandra Ward,1,3.422439,2
Alexandra Ward,2,2.926252,1
Alexandra Ward,3,2.186791,2
Alexandra Ward,4,1.7055633,3
Alexandra Ward,5,1.8556044,2
Alexandra Ward,6,1.8565886,2
Alexandra Ward,7,1.5012751,2
Alexandra Ward,8,1.357013,3
Alexandra Ward,9,1.6993693,5
Alexandra Ward,10,2.3485029,4
Alexandra Ward,11,2.5110743,1
Alexandra Ward,12,2.1058724,6
Alibon Ward,1,2.985846,4
Alibon Ward,2,2.7983806,0
Alibon Ward,3,2.9326475,3
Alibon Ward,4,2.488793,2
Alibon Ward,5,2.217573,3
Alibon Ward,6,2.344552,2
Alibon Ward,7,2.282959,4
Alibon Ward,8,2.3298607,2
Alibon Ward,9,2.3278418,9
Alibon Ward,10,3.194196,7
Alibon Ward,11,4.0476317,3
Alibon Ward,12,3.8065927,8
Alperton Ward,1,5.5894837,1
Alperton Ward,2,4.549131,7
Alperton Ward,3,4.9359984,7
Alperton Ward,4,4.4468946,4
Alperton Ward,5,4.036215,10
Alperton Ward,6,4.5916653,9
Alperton Ward,7,4.6866446,6
Alperton Ward,8,4.6329527,5
Alperton Ward,9,4.417654,1
Alperton Ward,10,4.782236,3
Alperton Ward,11,4.901586,7
Alperton Ward,12,4.8470263,8
Arnos Grove Ward,1,6.1952896,5
Arnos Grove Ward,2,5.535571,3
Arnos Grove Ward,3,5.6961617,10
Arnos Grove Ward,4,5.119014,4
Arnos Grove Ward,5,5.5484557,7
Arnos Grove Ward,6,4.925376,5
Arnos Grove Ward,7,4.3189797,12
Arnos Grove Ward,8,5.3407726,4
Arnos Grove Ward,9,4.889628,6
Arnos Grove Ward,10,5.2182794,12
Arnos Grove Ward,11,6.799204,8
Arnos Grove Ward,12,6.5366087,5
Arsenal Ward,1,9.138088,5
Arsenal Ward,2,7.182899,3
Arsenal Ward,3,7.0726686,7
Arsenal Ward,4,6.83833,7
Arsenal Ward,5,7.393141,5
Arsenal Ward,6,6.998722,3
Arsenal Ward,7,6.03848,7
Arsenal Ward,8,6.2802806,5
Arsenal Ward,9,6.412907,15
Arsenal Ward,10,7.168962,5
Arsenal Ward,11,6.951494,3
Arsenal Ward,12,6.016159,4
Avonmore Ward,1,4.638918,4
Avonmore Ward,2,3.718901,1
Avonmore Ward,3,3.922069,1
Avonmore Ward,4,3.15469,3
Avonmore Ward,5,3.147618,7
Avonmore Ward,6,3.8401732,3
Avonmore Ward,7,3.5132596,6
Avonmore Ward,8,3.6402946,4
Avonmore Ward,9,3.3988256,2
Avonmore Ward,10,4.000537,7
Avonmore Ward,11,4.634856,6
Avonmore Ward,12,4.929739,5
Balham Ward,1,11.289969,15
Balham Ward,2,10.859583,12
Balham Ward,3,10.516471,14
Balham Ward,4,9.745478,15
Balham Ward,5,9.939563,11
Balham Ward,6,8.600176,13
Balham Ward,7,9.530723,15
Balham Ward,8,9.923226,18
Balham Ward,9,10.007198,13
Balham Ward,10,10.200852,13
Balham Ward,11,10.498634,15
Balham Ward,12,10.48709,10
Barking Riverside Ward,1,5.328274,11
Barking Riverside Ward,2,5.5136924,6
Barking Riverside Ward,3,5.7333694,7
Barking Riverside Ward,4,4.2896714,5
Barking Riverside Ward,5,4.2930746,3
Barking Riverside Ward,6,4.001296,6
Barking Riverside Ward,7,4.4453,2
Barking Riverside Ward,8,3.76755,4
Barking Riverside Ward,9,3.7877905,12
Barking Riverside Ward,10,5.1446304,8
Barking Riverside Ward,11,5.3992276,6
Barking Riverside Ward,12,4.7802014,6
Barkingside Ward,1,5.1322894,8
Barkingside Ward,2,4.828245,7
Barkingside Ward,3,4.8213406,7
Barkingside Ward,4,4.753281,8
Barkingside Ward,5,4.871556,3
Barkingside Ward,6,4.2634163,4
Barkingside Ward,7,4.5225077,11
Barkingside Ward,8,5.011506,15
Barkingside Ward,9,6.1087236,13
Barkingside Ward,10,7.059228,10
Barkingside Ward,11,8.299001,10
Barkingside Ward,12,8.266241,2
Barnehurst Ward,1,4.29747,1
Barnehurst Ward,2,3.7648854,7
Barnehurst Ward,3,3.6291785,0
Barnehurst Ward,4,2.050295,5
Barnehurst Ward,5,2.7160733,2
Barnehurst Ward,6,2.802052,0
Barnehurst Ward,7,2.4055703,1
Barnehurst Ward,8,2.5027215,1
Barnehurst Ward,9,2.1101737,1
Barnehurst Ward,10,2.398093,2
Barnehurst Ward,11,2.3153243,1
Barnehurst Ward,12,2.117504,0
Barnes Ward,1,5.147364,16
Barnes Ward,2,5.925074,2
Barnes Ward,3,4.9185133,6
Barnes Ward,4,4.3118196,4
Barnes Ward,5,3.7560115,7
Barnes Ward,6,4.517261,3
Barnes Ward,7,4.1503654,5
Barnes Ward,8,4.015029,2
Barnes Ward,9,3.8662822,7
Barnes Ward,10,4.570545,11
Barnes Ward,11,5.5906253,6
Barnes Ward,12,5.273737,6
Barnet Vale Ward,1,7.800892,6
Barnet Vale Ward,2,7.088883,7
Barnet Vale Ward,3,6.368725,4
Barnet Vale Ward,4,5.3548126,8
Barnet Vale Ward,5,5.7196054,8
Barnet Vale Ward,6,6.344592,3
Barnet Vale Ward,7,5.2494593,6
Barnet Vale Ward,8,5.142312,2
Barnet Vale Ward,9,4.5202317,9
Barnet Vale Ward,10,5.6746383,12
Barnet Vale Ward,11,6.6333995,4
Barnet Vale Ward,12,6.056859,18
Barnhill Ward,1,5.7155004,8
Barnhill Ward,2,5.4388146,8
Barnhill Ward,3,5.5647497,9
Barnhill Ward,4,5.193414,3
Barnhill Ward,5,4.893276,4
Barnhill Ward,6,4.553625,5
Barnhill Ward,7,4.870235,3
Barnhill Ward,8,4.44262,4
Barnhill Ward,9,4.2315884,0
Barnhill Ward,10,4.4551435,5
Barnhill Ward,11,4.6573114,5
Barnhill Ward,12,4.4583488,5
Barnsbury Ward,1,6.2214828,5
Barnsbury Ward,2,5.6209,13
Barnsbury Ward,3,6.384206,7
Barnsbury Ward,4,5.8066945,5
Barnsbury Ward,5,5.8311043,1
Barnsbury Ward,6,5.088516,6
Barnsbury Ward,7,5.535529,8
Barnsbury Ward,8,5.930502,9
Barnsbury Ward,9,5.741981,4
Barnsbury Ward,10,5.4403896,10
Barnsbury Ward,11,6.3412347,4
Barnsbury Ward,12,5.8531537,7
Bassishaw Ward,1,0.4831551,0
Bassishaw Ward,2,0.3008446,0
Bassishaw Ward,3,0.33794573,0
Bassishaw Ward,4,-0.06974901,1
Bassishaw Ward,5,0.1722114,0
Bassishaw Ward,6,0.1722114,0
Bassishaw Ward,7,0.21138546,0
Bassishaw Ward,8,0.21138546,0
Bassishaw Ward,9,0.2456818,0
Bassishaw Ward,10,0.46202737,1
Bassishaw Ward,11,0.544652,0
Bassishaw Ward,12,0.4201677,0
Battersea Park Ward,1,10.71374,13
Battersea Park Ward,2,9.356517,11
Battersea Park Ward,3,9.693722,11
Battersea Park Ward,4,8.940068,5
Battersea Park Ward,5,8.478654,9
Battersea Park Ward,6,9.005309,8
Battersea Park Ward,7,8.94945,12
Battersea Park Ward,8,8.491481,19
Battersea Park Ward,9,9.186461,9
Battersea Park Ward,10,8.780706,9
Battersea Park Ward,11,8.995829,6
Battersea Park Ward,12,8.815932,10
Bayswater Ward,1,16.121996,11
Bayswater Ward,2,12.442493,11
Bayswater Ward,3,13.030743,13
Bayswater Ward,4,12.4376335,12
Bayswater Ward,5,13.16048,12
Bayswater Ward,6,12.180328,18
Bayswater Ward,7,12.64438,14
Bayswater Ward,8,12.414321,18
Bayswater Ward,9,12.2398615,19
Bayswater Ward,10,13.475071,16
Bayswater Ward,11,13.976567,16
Bayswater Ward,12,14.736053,25
Beam Park Ward,1,4.1756597,3
Beam Park Ward,2,3.6906776,4
Beam Park Ward,3,3.8800356,4
Beam Park Ward,4,3.5880978,2
Beam Park Ward,5,3.5913715,8
Beam Park Ward,6,3.9344094,6
Beam Park Ward,7,3.8529265,3
Beam Park Ward,8,3.3389645,10
Beam Park Ward,9,4.5033307,6
Beam Park Ward,10,5.1779094,5
Beam Park Ward,11,5.1078277,4
Beam Park Ward,12,4.8982005,2
Beam Ward,1,3.5489025,1
Beam Ward,2,3.03314,2
Beam Ward,3,2.9320536,6
Beam Ward,4,3.3653047,5
Beam Ward,5,3.4439614,1
Beam Ward,6,2.5946236,3
Beam Ward,7,2.7136362,1
Beam Ward,8,2.7333207,1
Beam Ward,9,3.0282054,2
Beam Ward,10,3.0951593,6
Beam Ward,11,3.4773793,4
Beam Ward,12,3.2096162,6
Beckenham Town & Copers Cope Ward,1,7.854617,8
Beckenham Town & Copers Cope Ward,2,6.234841,4
Beckenham Town & Copers Cope Ward,3,5.225934,14
Beckenham Town & Copers Cope Ward,4,5.5085435,6
Beckenham Town & Copers Cope Ward,5,5.68028,4
Beckenham Town & Copers Cope Ward,6,5.2626333,8
Beckenham Town & Copers Cope Ward,7,5.40996,4
Beckenham Town & Copers Cope Ward,8,4.887304,6
Beckenham Town & Copers Cope Ward,9,4.992508,5
Beckenham Town & Copers Cope Ward,10,5.2015686,3
Beckenham Town & Copers Cope Ward,11,5.3024626,6
Beckenham Town & Copers Cope Ward,12,5.301685,16
Beckton Ward,1,8.471375,6
Beckton Ward,2,7.501619,6
Beckton Ward,3,7.0799923,8
Beckton Ward,4,6.6861954,2
Beckton Ward,5,6.3654733,9
Beckton Ward,6,6.057285,5
Beckton Ward,7,5.9070415,10
Beckton Ward,8,6.3622675,9
Beckton Ward,9,6.1060066,7
Beckton Ward,10,6.3982873,4
Beckton Ward,11,6.543728,11
Beckton Ward,12,6.936838,6
Becontree Ward,1,4.422082,4
Becontree Ward,2,4.1647477,1
Becontree Ward,3,4.1180716,2
Becontree Ward,4,3.5745492,2
Becontree Ward,5,3.5258243,1
Becontree Ward,6,2.7998135,0
Becontree Ward,7,2.7818928,1
Becontree Ward,8,2.5741107,5
Becontree Ward,9,2.882636,3
Becontree Ward,10,2.9154932,7
Becontree Ward,11,3.4887648,6
Becontree Ward,12,3.6286418,4
Beddington Ward,1,4.85228,5
Beddington Ward,2,3.9184303,3
Beddington Ward,3,3.7126055,5
Beddington Ward,4,3.002825,5
Beddington Ward,5,3.4836743,2
Beddington Ward,6,3.29854,3
Beddington Ward,7,3.4287086,3
Beddington Ward,8,3.3304737,4
Beddington Ward,9,3.528782,6
Beddington Ward,10,4.378676,2
Beddington Ward,11,3.9987628,7
Beddington Ward,12,4.5380883,4
Bedfont Ward,1,9.095371,13
Bedfont Ward,2,8.102716,2
Bedfont Ward,3,7.079539,4
Bedfont Ward,4,5.5004206,10
Bedfont Ward,5,6.34507,1
Bedfont Ward,6,5.6120524,4
Bedfont Ward,7,5.268607,3
Bedfont Ward,8,4.7973385,4
Bedfont Ward,9,4.4615083,4
Bedfont Ward,10,4.9379387,5
Bedfont Ward,11,4.72056,5
Bedfont Ward,12,4.3150764,11
Bellingham Ward,1,7.801673,5
Bellingham Ward,2,6.7991233,7
Bellingham Ward,3,5.6408505,4
Bellingham Ward,4,5.212651,1
Bellingham Ward,5,5.2937884,3
Bellingham Ward,6,5.7275805,6
Bellingham Ward,7,5.4462237,4
Bellingham Ward,8,4.918834,8
Bellingham Ward,9,5.114893,2
Bellingham Ward,10,5.2335725,5
Bellingham Ward,11,5.5477395,2
Bellingham Ward,12,5.4765854,7
Belmore Ward,1,6.637918,9
Belmore Ward,2,5.942931,3
Belmore Ward,3,5.2420554,9
Belmore Ward,4,5.1094027,11
Belmore Ward,5,5.9412723,0
Belmore Ward,6,5.377364,4
Belmore Ward,7,4.962227,3
Belmore Ward,8,4.746976,4
Belmore Ward,9,4.973204,6
Belmore Ward,10,5.4559083,6
Belmore Ward,11,5.177482,7
Belmore Ward,12,5.0875735,15
Belsize Ward,1,7.668675,8
Belsize Ward,2,6.474013,11
Belsize Ward,3,6.2529535,13
Belsize Ward,4,6.1699915,6
Belsize Ward,5,6.4502215,8
Belsize Ward,6,5.817642,7
Belsize Ward,7,6.013385,16
Belsize Ward,8,7.093339,17
Belsize Ward,9,8.044223,8
Belsize Ward,10,7.6933966,12
Belsize Ward,11,8.628309,4
Belsize Ward,12,8.099982,13
Belvedere Ward,1,6.436773,10
Belvedere Ward,2,6.604309,11
Belvedere Ward,3,6.8584633,6
Belvedere Ward,4,5.3919997,6
Belvedere Ward,5,5.279237,5
Belvedere Ward,6,5.0229363,3
Belvedere Ward,7,5.346725,7
Belvedere Ward,8,5.5104923,1
Belvedere Ward,9,4.7481937,5
Belvedere Ward,10,5.142685,3
Belvedere Ward,11,5.3057804,6
Belvedere Ward,12,4.98735,3
Bensham Manor Ward,1,3.6560686,4
Bensham Manor Ward,2,3.7940564,5
Bensham Manor Ward,3,4.2588716,6
Bensham Manor Ward,4,4.0686483,3
Bensham Manor Ward,5,3.9780183,5
Bensham Manor Ward,6,3.8497236,11
Bensham Manor Ward,7,5.088331,7
Bensham Manor Ward,8,5.2467837,7
Bensham Manor Ward,9,5.115393,5
Bensham Manor Ward,10,5.761174,6
Bensham Manor Ward,11,5.8694687,6
Bensham Manor Ward,12,5.831237,10
Berrylands Ward,1,3.0663285,0
Berrylands Ward,2,2.119174,0
Berrylands Ward,3,1.9035997,2
Berrylands Ward,4,1.4615341,1
Berrylands Ward,5,1.83783,2
Berrylands Ward,6,1.4841939,2
Berrylands Ward,7,1.1806028,0
Berrylands Ward,8,0.94763297,1
Berrylands Ward,9,1.1263177,1
Berrylands Ward,10,1.3728741,1
Berrylands Ward,11,1.4375098,4
Berrylands Ward,12,1.6553016,1
Bethnal Green East Ward,1,14.905907,10
Bethnal Green East Ward,2,13.258592,10
Bethnal Green East Ward,3,13.086834,8
Bethnal Green East Ward,4,12.230694,12
Bethnal Green East Ward,5,11.059937,13
Bethnal Green East Ward,6,11.563646,8
Bethnal Green East Ward,7,10.687315,9
Bethnal Green East Ward,8,10.594358,12
Bethnal Green East Ward,9,11.092706,14
Bethnal Green East Ward,10,11.571382,11
Bethnal Green East Ward,11,11.188771,16
Bethnal Green East Ward,12,11.450727,21
Bethnal Green West Ward,1,16.312952,34
Bethnal Green West Ward,2,15.875357,19
Bethnal Green West Ward,3,17.469257,9
Bethnal Green West Ward,4,12.9033165,12
Bethnal Green West Ward,5,12.473106,12
Bethnal Green West Ward,6,13.491304,19
Bethnal Green West Ward,7,14.867264,27
Bethnal Green West Ward,8,15.412869,23
Bethnal Green West Ward,9,16.024338,21
Bethnal Green West Ward,10,15.586871,14
Bethnal Green West Ward,11,15.500635,19
Bethnal Green West Ward,12,15.449654,13
Bexleyheath Ward,1,6.215462,13
Bexleyheath Ward,2,5.9060063,5
Bexleyheath Ward,3,5.285552,8
Bexleyheath Ward,4,5.0866156,3
Bexleyheath Ward,5,5.2723985,3
Bexleyheath Ward,6,4.892251,9
Bexleyheath Ward,7,4.8802147,3
Bexleyheath Ward,8,4.2254124,3
Bexleyheath Ward,9,4.0163136,5
Bexleyheath Ward,10,4.343766,8
Bexleyheath Ward,11,5.1799865,2
Bexleyheath Ward,12,4.481242,6
Bickley & Sundridge Ward,1,4.1453147,4
Bickley & Sundridge Ward,2,3.8057697,9
Bickley & Sundridge Ward,3,4.3406262,6
Bickley & Sundridge Ward,4,3.872991,4
Bickley & Sundridge Ward,5,3.4690297,3
Bickley & Sundridge Ward,6,3.5209346,2
Bickley & Sundridge Ward,7,3.7606544,5
Bickley & Sundridge Ward,8,3.7560072,3
Bickley & Sundridge Ward,9,3.7341275,3
Bickley & Sundridge Ward,10,3.818808,4
Bickley & Sundridge Ward,11,4.182881,6
Bickley & Sundridge Ward,12,4.7595134,18
Biggin Hill Ward,1,3.0739784,1
Biggin Hill Ward,2,2.1921213,4
Biggin Hill Ward,3,2.6074257,5
Biggin Hill Ward,4,2.4058108,2
Biggin Hill Ward,5,2.4324028,4
Biggin Hill Ward,6,2.1715896,3
Biggin Hill Ward,7,2.195889,5
Biggin Hill Ward,8,2.3724525,1
Biggin Hill Ward,9,1.9638429,0
Biggin Hill Ward,10,2.2765355,2
Biggin Hill Ward,11,2.5685077,2
Biggin Hill Ward,12,2.1980338,4
Billingsgate Ward,1,0.4629371,2
Billingsgate Ward,2,0.34098935,0
Billingsgate Ward,3,0.40780023,1
Billingsgate Ward,4,0.00010548267,0
Billingsgate Ward,5,0.31748188,1
Billingsgate Ward,6,0.24206583,1
Billingsgate Ward,7,0.28123993,1
Billingsgate Ward,8,0.28123993,0
Billingsgate Ward,9,0.28123993,0
Billingsgate Ward,10,0.42591053,1
Billingsgate Ward,11,0.4010893,1
Billingsgate Ward,12,0.33508644,0
Bishopsgate Ward,1,1.1268128,3
Bishopsgate Ward,2,1.4355835,1
Bishopsgate Ward,3,1.1626564,3
Bishopsgate Ward,4,1.1807319,2
Bishopsgate Ward,5,1.0336429,4
Bishopsgate Ward,6,1.0999491,3
Bishopsgate Ward,7,1.4674839,1
Bishopsgate Ward,8,0.7614357,2
Bishopsgate Ward,9,0.84837043,5
Bishopsgate Ward,10,1.7051274,4
Bishopsgate Ward,11,1.6352487,2
Bishopsgate Ward,12,1.0301228,1
Blackfen & Lamorbey Ward,1,2.971145,4
Blackfen & Lamorbey Ward,2,2.3291883,3
Blackfen & Lamorbey Ward,3,2.710314,1
Blackfen & Lamorbey Ward,4,1.5939746,3
Blackfen & Lamorbey Ward,5,2.2068899,0
Blackfen & Lamorbey Ward,6,1.869968,1
Blackfen & Lamorbey Ward,7,1.6500769,1
Blackfen & Lamorbey Ward,8,1.5770863,2
Blackfen & Lamorbey Ward,9,1.423968,3
Blackfen & Lamorbey Ward,10,2.0537133,4
Blackfen & Lamorbey Ward,11,2.4030595,4
Blackfen & Lamorbey Ward,12,2.5716822,9
Blackheath Ward,1,6.6039186,13
Blackheath Ward,2,6.758142,10
Blackheath Ward,3,7.265607,14
Blackheath Ward,4,7.471164,14
Blackheath Ward,5,8.131182,12
Blackheath Ward,6,8.228993,9
Blackheath Ward,7,8.423172,11
Blackheath Ward,8,8.47463,15
Blackheath Ward,9,9.146331,10
Blackheath Ward,10,9.7532425,9
Blackheath Ward,11,9.699725,7
Blackheath Ward,12,8.859736,13
Blackheath Westcombe Ward,1,6.5001807,8
Blackheath Westcombe Ward,2,5.657491,8
Blackheath Westcombe Ward,3,5.9959188,6
Blackheath Westcombe Ward,4,4.8623967,2
Blackheath Westcombe Ward,5,4.2834854,4
Blackheath Westcombe Ward,6,4.490789,6
Blackheath Westcombe Ward,7,4.703766,2
Blackheath Westcombe Ward,8,4.1853375,3
Blackheath Westcombe Ward,9,3.9058828,5
Blackheath Westcombe Ward,10,4.108195,8
Blackheath Westcombe Ward,11,5.0610976,11
Blackheath Westcombe Ward,12,5.6921654,5
Blackwall & Cubitt Town Ward,1,7.698843,9
Blackwall & Cubitt Town Ward,2,7.4430933,3
Blackwall & Cubitt Town Ward,3,7.2186837,13
Blackwall & Cubitt Town Ward,4,6.812341,7
Blackwall & Cubitt Town Ward,5,6.116742,8
Blackwall & Cubitt Town Ward,6,5.97922,7
Blackwall & Cubitt Town Ward,7,5.9479713,6
Blackwall & Cubitt Town Ward,8,5.885152,6
Blackwall & Cubitt Town Ward,9,5.572797,14
Blackwall & Cubitt Town Ward,10,6.45509,11
Blackwall & Cubitt Town Ward,11,6.9498,7
Blackwall & Cubitt Town Ward,12,6.195771,16
Blendon & Penhill Ward,1,3.1325634,6
Blendon & Penhill Ward,2,2.9172225,4
Blendon & Penhill Ward,3,2.6423526,2
Blendon & Penhill Ward,4,1.3150864,2
Blendon & Penhill Ward,5,1.7059264,1
Blendon & Penhill Ward,6,1.8031533,1
Blendon & Penhill Ward,7,2.1591609,0
Blendon & Penhill Ward,8,1.5590283,3
Blendon & Penhill Ward,9,1.5212351,1
Blendon & Penhill Ward,10,1.6843793,3
Blendon & Penhill Ward,11,2.0472572,6
Blendon & Penhill Ward,12,2.777836,4
Bloomsbury Ward,1,29.335554,21
Bloomsbury Ward,2,27.880943,16
Bloomsbury Ward,3,25.798494,30
Bloomsbury Ward,4,24.687565,18
Bloomsbury Ward,5,23.491472,35
Bloomsbury Ward,6,24.142199,26
Bloomsbury Ward,7,26.163786,22
Bloomsbury Ward,8,26.000095,21
Bloomsbury Ward,9,26.857578,11
Bloomsbury Ward,10,24.986135,28
Bloomsbury Ward,11,24.573536,30
Bloomsbury Ward,12,25.89531,18
Boleyn Ward,1,6.9889984,9
Boleyn Ward,2,6.3731565,8
Boleyn Ward,3,6.560057,4
Boleyn Ward,4,4.920726,9
Boleyn Ward,5,5.5263214,6
Boleyn Ward,6,5.0976276,4
Boleyn Ward,7,4.85134,5
Boleyn Ward,8,4.6015625,2
Boleyn Ward,9,4.1850786,5
Boleyn Ward,10,4.613084,4
Boleyn Ward,11,4.753963,3
Boleyn Ward,12,4.2898936,8
Borough & Bankside Ward,1,16.418669,20
Borough & Bankside Ward,2,16.089916,20
Borough & Bankside Ward,3,15.522378,18
Borough & Bankside Ward,4,15.100327,17
Borough & Bankside Ward,5,14.8599825,21
Borough & Bankside Ward,6,15.414057,16
Borough & Bankside Ward,7,16.13879,31
Borough & Bankside Ward,8,16.339317,19
Borough & Bankside Ward,9,16.21171,21
Borough & Bankside Ward,10,16.590776,29
Borough & Bankside Ward,11,17.229952,20
Borough & Bankside Ward,12,16.642544,22
Bounds Green Ward,1,4.0594754,4
Bounds Green Ward,2,3.7380104,1
Bounds Green Ward,3,3.5917718,1
Bounds Green Ward,4,2.446864,9
Bounds Green Ward,5,3.8714259,4
Bounds Green Ward,6,3.4024081,1
Bounds Green Ward,7,3.433322,2
Bounds Green Ward,8,2.8585565,4
Bounds Green Ward,9,3.2464397,4
Bounds Green Ward,10,4.1708345,7
Bounds Green Ward,11,4.4067655,2
Bounds Green Ward,12,3.6175745,3
Bow East Ward,1,16.19051,16
Bow East Ward,2,14.462583,7
Bow East Ward,3,13.672712,10
Bow East Ward,4,12.779337,19
Bow East Ward,5,13.112597,21
Bow East Ward,6,13.409813,16
Bow East Ward,7,13.603299,18
Bow East Ward,8,14.414623,16
Bow East Ward,9,13.670358,7
Bow East Ward,10,13.854341,27
Bow East Ward,11,14.366951,15
Bow East Ward,12,14.7541065,10
Bow West Ward,1,8.304936,11
Bow West Ward,2,8.063085,8
Bow West Ward,3,7.6561923,11
Bow West Ward,4,7.8129177,8
Bow West Ward,5,8.205165,6
Bow West Ward,6,7.403796,4
Bow West Ward,7,7.821802,8
Bow West Ward,8,7.858324,7
Bow West Ward,9,7.779174,7
Bow West Ward,10,7.8496017,13
Bow West Ward,11,7.8902516,7
Bow West Ward,12,7.790552,5
Bowes Ward,1,3.716492,9
Bowes Ward,2,3.532209,2
Bowes Ward,3,3.0733786,5
Bowes Ward,4,3.1260297,3
Bowes Ward,5,3.587406,4
Bowes Ward,6,3.6516893,4
Bowes Ward,7,3.6264324,3
Bowes Ward,8,3.2603302,4
Bowes Ward,9,3.445421,4
Bowes Ward,10,3.8659606,2
Bowes Ward,11,3.928063,5
Bowes Ward,12,3.7658217,4
Bread Street Ward,1,0.37966108,2
Bread Street Ward,2,0.14113952,0
Bread Street Ward,3,0.50809705,0
Bread Street Ward,4,0.1807117,0
